State,County,Fips,Year,FIRate ,NumberFIIndividuals ,ChildFIRate,NumberFIChildren,CostPerMeal 
CO,"Teller County, Colorado",8119,2021,8.80%,"2,180",9.70%,400,$3.88 
CO,"Washington County, Colorado",8121,2021,9.00%,430,12.00%,130,$3.37 
CO,"Weld County, Colorado",8123,2021,8.70%,"28,140",10.50%,"8,810",$3.81 
CO,"Yuma County, Colorado",8125,2021,9.30%,930,11.30%,310,$3.29 
CT,"Fairfield County, Connecticut",9001,2021,9.50%,"90,860",9.60%,"20,550",$4.40 
CT,"Hartford County, Connecticut",9003,2021,10.70%,"95,800",12.80%,"24,320",$4.08 
CT,"Litchfield County, Connecticut",9005,2021,10.00%,"18,480",8.40%,"2,840",$4.32 
CT,"Middlesex County, Connecticut",9007,2021,8.80%,"14,430",7.10%,"2,060",$4.18 
CT,"New Haven County, Connecticut",9009,2021,11.00%,"94,880",13.60%,"23,940",$4.04 
CT,"New London County, Connecticut",9011,2021,10.90%,"29,440",12.30%,"6,480",$4.06 
CT,"Tolland County, Connecticut",9013,2021,9.60%,"14,410",7.00%,"1,810",$4.41 
CT,"Windham County, Connecticut",9015,2021,11.90%,"13,860",12.20%,"2,820",$3.83 
DE,"Kent County, Delaware",10001,2021,11.20%,"20,210",18.10%,"7,510",$3.55 
DE,"New Castle County, Delaware",10003,2021,9.30%,"52,830",13.50%,"16,580",$3.93 
DE,"Sussex County, Delaware",10005,2021,10.20%,"23,830",14.90%,"6,460",$3.93 
DC,"District of Columbia, District of Columbia",11001,2021,9.10%,"62,270",14.00%,"17,460",$4.74 
FL,"Alachua County, Florida",12001,2021,11.10%,"30,710",13.50%,"6,790",$4.19 
FL,"Baker County, Florida",12003,2021,9.90%,"2,770",11.00%,730,$3.38 
FL,"Bay County, Florida",12005,2021,12.10%,"22,000",15.10%,"5,800",$3.88 
FL,"Bradford County, Florida",12007,2021,13.10%,"3,670",18.10%,990,$3.38 
FL,"Brevard County, Florida",12009,2021,9.90%,"59,500",12.00%,"13,350",$4.02 
FL,"Broward County, Florida",12011,2021,8.60%,"166,470",14.70%,"60,580",$4.19 
FL,"Calhoun County, Florida",12013,2021,13.70%,"1,900",17.70%,490,$3.43 
FL,"Charlotte County, Florida",12015,2021,11.40%,"21,040",15.20%,"3,380",$3.96 
FL,"Citrus County, Florida",12017,2021,13.30%,"20,220",17.40%,"3,970",$3.87 
FL,"Clay County, Florida",12019,2021,8.80%,"18,960",10.40%,"5,280",$3.80 
FL,"Collier County, Florida",12021,2021,8.60%,"32,210",11.10%,"7,110",$4.36 
FL,"Columbia County, Florida",12023,2021,12.30%,"8,490",15.80%,"2,400",$3.57 
FL,"DeSoto County, Florida",12027,2021,14.20%,"4,820",18.60%,"1,210",$3.48 
FL,"Dixie County, Florida",12029,2021,13.60%,"2,260",16.50%,510,$3.43 
FL,"Duval County, Florida",12031,2021,10.60%,"104,030",17.10%,"38,210",$3.89 
FL,"Escambia County, Florida",12033,2021,11.60%,"36,990",17.90%,"12,040",$3.73 
FL,"Flagler County, Florida",12035,2021,10.00%,"11,410",12.90%,"2,470",$4.12 
FL,"Franklin County, Florida",12037,2021,13.00%,"1,590",20.00%,380,$3.44 
FL,"Gadsden County, Florida",12039,2021,12.40%,"5,480",28.70%,"2,770",$3.30 
FL,"Gilchrist County, Florida",12041,2021,11.40%,"2,020",12.80%,460,$3.43 
FL,"Glades County, Florida",12043,2021,12.70%,"1,540",17.00%,300,$3.25 
FL,"Gulf County, Florida",12045,2021,10.50%,"1,600",13.00%,310,$3.88 
FL,"Hamilton County, Florida",12047,2021,15.30%,"2,140",23.90%,650,$3.57 
FL,"Hardee County, Florida",12049,2021,14.30%,"3,670",17.80%,"1,200",$3.22 
FL,"Hendry County, Florida",12051,2021,14.20%,"5,590",18.80%,"1,990",$3.25 
FL,"Hernando County, Florida",12053,2021,12.00%,"23,140",14.30%,"5,120",$3.76 
FL,"Highlands County, Florida",12055,2021,13.30%,"13,430",18.40%,"3,190",$3.68 
FL,"Hillsborough County, Florida",12057,2021,10.00%,"144,770",13.00%,"41,960",$3.98 
FL,"Holmes County, Florida",12059,2021,14.20%,"2,790",16.90%,660,$3.17 
FL,"Indian River County, Florida",12061,2021,10.00%,"15,820",13.60%,"3,430",$4.16 
FL,"Jackson County, Florida",12063,2021,12.60%,"6,060",20.00%,"1,820",$3.43 
FL,"Jefferson County, Florida",12065,2021,10.80%,"1,550",20.00%,500,$4.08 
FL,"Lafayette County, Florida",12067,2021,10.90%,910,11.80%,190,$3.57 
FL,"Lake County, Florida",12069,2021,10.00%,"37,650",13.70%,"9,890",$3.90 
FL,"Lee County, Florida",12071,2021,10.00%,"74,870",13.00%,"17,230",$4.07 
FL,"Leon County, Florida",12073,2021,10.60%,"30,970",15.60%,"8,560",$4.08 
FL,"Levy County, Florida",12075,2021,13.40%,"5,690",17.30%,"1,440",$3.43 
FL,"Liberty County, Florida",12077,2021,14.40%,"1,150",18.10%,270,$3.30 
FL,"Madison County, Florida",12079,2021,13.60%,"2,450",23.30%,790,$3.58 
FL,"Manatee County, Florida",12081,2021,9.50%,"37,540",11.90%,"8,580",$4.09 
FL,"Marion County, Florida",12083,2021,11.40%,"42,130",16.80%,"11,710",$3.75 
FL,"Martin County, Florida",12085,2021,9.50%,"14,970",10.30%,"2,690",$4.40 
FL,"Miami-Dade County, Florida",12086,2021,10.40%,"278,950",14.30%,"78,980",$4.25 
FL,"Monroe County, Florida",12087,2021,9.30%,"7,640",10.90%,"1,390",$4.85 
FL,"Nassau County, Florida",12089,2021,9.70%,"8,570",10.00%,"1,760",$4.19 
FL,"Okaloosa County, Florida",12091,2021,10.40%,"21,660",12.30%,"5,770",$4.02 
FL,"Okeechobee County, Florida",12093,2021,12.80%,"5,080",18.10%,"1,550",$3.54 
FL,"Orange County, Florida",12095,2021,10.20%,"143,600",14.80%,"46,010",$4.01 
FL,"Osceola County, Florida",12097,2021,10.80%,"40,960",14.10%,"13,120",$3.73 
FL,"Palm Beach County, Florida",12099,2021,8.90%,"132,230",13.20%,"37,530",$4.40 
FL,"Pasco County, Florida",12101,2021,11.00%,"60,440",12.40%,"14,050",$3.94 
FL,"Pinellas County, Florida",12103,2021,10.60%,"102,010",12.60%,"19,500",$4.18 
FL,"Polk County, Florida",12105,2021,11.20%,"80,140",16.10%,"25,590",$3.78 
FL,"Putnam County, Florida",12107,2021,15.40%,"11,270",21.70%,"3,420",$3.53 
FL,"St. Johns County, Florida",12109,2021,7.50%,"19,880",5.10%,"2,980",$4.49 
FL,"St. Lucie County, Florida",12111,2021,9.50%,"30,850",15.40%,"9,950",$3.85 
FL,"Santa Rosa County, Florida",12113,2021,9.30%,"17,130",8.70%,"3,560",$4.01 
FL,"Sarasota County, Florida",12115,2021,9.40%,"40,210",10.60%,"6,500",$4.41 
FL,"Seminole County, Florida",12117,2021,8.40%,"39,280",9.30%,"9,140",$4.14 
FL,"Sumter County, Florida",12119,2021,10.30%,"13,130",20.60%,"1,880",$4.09 
FL,"Suwannee County, Florida",12121,2021,12.80%,"5,570",16.80%,"1,580",$3.57 
FL,"Taylor County, Florida",12123,2021,13.40%,"2,920",22.40%,950,$3.31 
FL,"Union County, Florida",12125,2021,12.20%,"1,970",15.90%,510,$3.38 
FL,"Volusia County, Florida",12127,2021,11.30%,"61,990",14.90%,"14,580",$3.93 
FL,"Wakulla County, Florida",12129,2021,6.90%,"2,300",7.90%,550,$3.44 
FL,"Walton County, Florida",12131,2021,11.00%,"8,050",12.60%,"1,910",$4.38 
FL,"Washington County, Florida",12133,2021,14.30%,"3,570",18.40%,890,$3.17 
GA,"Appling County, Georgia",13001,2021,14.10%,"2,610",16.70%,770,$3.36 
GA,"Atkinson County, Georgia",13003,2021,14.50%,"1,200",16.90%,370,$3.24 
GA,"Bacon County, Georgia",13005,2021,15.30%,"1,710",16.40%,470,$3.24 
GA,"Baker County, Georgia",13007,2021,14.30%,420,20.40%,110,$3.20 
GA,"Baldwin County, Georgia",13009,2021,12.30%,"5,410",17.90%,"1,480",$3.54 
GA,"Banks County, Georgia",13011,2021,11.90%,"2,150",8.50%,350,$4.04 
GA,"Barrow County, Georgia",13013,2021,9.00%,"7,390",6.60%,"1,400",$3.95 
GA,"Bartow County, Georgia",13015,2021,10.40%,"11,260",7.70%,"2,010",$3.64 
GA,"Ben Hill County, Georgia",13017,2021,14.30%,"2,470",20.60%,880,$3.55 
GA,"Berrien County, Georgia",13019,2021,15.10%,"2,750",13.40%,600,$3.55 
GA,"Bibb County, Georgia",13021,2021,14.00%,"21,930",24.00%,"9,210",$3.61 
GA,"Bleckley County, Georgia",13023,2021,13.40%,"1,690",17.70%,430,$3.23 
GA,"Brantley County, Georgia",13025,2021,12.80%,"2,310",8.90%,390,$3.27 
GA,"Brooks County, Georgia",13027,2021,13.00%,"2,110",18.30%,660,$3.72 
GA,"Bryan County, Georgia",13029,2021,8.90%,"3,840",6.00%,760,$4.06 
GA,"Bulloch County, Georgia",13031,2021,12.60%,"10,010",14.20%,"2,270",$3.44 
GA,"Burke County, Georgia",13033,2021,10.00%,"2,420",18.30%,"1,130",$3.08 
GA,"Butts County, Georgia",13035,2021,12.20%,"3,040",17.80%,900,$3.61 
GA,"Calhoun County, Georgia",13037,2021,13.00%,730,22.80%,220,$3.54 
GA,"Camden County, Georgia",13039,2021,11.50%,"6,220",12.90%,"1,710",$3.83 
GA,"Candler County, Georgia",13043,2021,16.20%,"1,760",16.90%,470,$3.44 
GA,"Carroll County, Georgia",13045,2021,11.70%,"13,830",12.20%,"3,450",$3.55 
GA,"Catoosa County, Georgia",13047,2021,10.40%,"7,030",6.70%,"1,020",$3.68 
GA,"Charlton County, Georgia",13049,2021,13.00%,"1,620",15.90%,360,$3.87 
GA,"Chatham County, Georgia",13051,2021,10.50%,"30,880",16.80%,"10,460",$3.89 
GA,"Chattahoochee County, Georgia",13053,2021,14.90%,"1,420",13.90%,260,$3.80 
GA,"Chattooga County, Georgia",13055,2021,15.50%,"3,870",15.70%,880,$3.11 
GA,"Cherokee County, Georgia",13057,2021,7.70%,"20,280",3.30%,"2,090",$3.93 
GA,"Clarke County, Georgia",13059,2021,13.50%,"17,330",15.30%,"3,400",$3.94 
GA,"Clay County, Georgia",13061,2021,17.40%,500,31.30%,170,$3.41 
GA,"Clayton County, Georgia",13063,2021,9.40%,"27,530",21.40%,"17,530",$3.48 
GA,"Clinch County, Georgia",13065,2021,15.60%,"1,050",18.80%,320,$3.27 
GA,"Cobb County, Georgia",13067,2021,7.10%,"53,950",6.20%,"11,020",$4.16 
GA,"Coffee County, Georgia",13069,2021,13.60%,"5,860",17.30%,"1,830",$3.24 
GA,"Colquitt County, Georgia",13071,2021,13.60%,"6,220",16.00%,"1,910",$3.57 
GA,"Columbia County, Georgia",13073,2021,7.30%,"11,250",5.00%,"1,950",$3.70 
GA,"Cook County, Georgia",13075,2021,12.80%,"2,190",14.20%,620,$3.57 
GA,"Coweta County, Georgia",13077,2021,8.00%,"11,640",6.20%,"2,180",$3.87 
GA,"Crawford County, Georgia",13079,2021,11.90%,"1,440",12.40%,320,$4.80 
GA,"Crisp County, Georgia",13081,2021,17.70%,"3,630",30.60%,"1,490",$3.28 
GA,"Dade County, Georgia",13083,2021,11.40%,"1,850",6.70%,220,$3.39 
GA,"Dawson County, Georgia",13085,2021,9.70%,"2,550",6.50%,340,$3.91 
GA,"Decatur County, Georgia",13087,2021,12.70%,"3,690",19.00%,"1,360",$3.33 
GA,"DeKalb County, Georgia",13089,2021,8.70%,"65,790",15.20%,"26,630",$4.06 
GA,"Dodge County, Georgia",13091,2021,14.30%,"2,870",15.70%,610,$3.23 
GA,"Dooly County, Georgia",13093,2021,13.80%,"1,600",28.30%,560,$3.28 
GA,"Dougherty County, Georgia",13095,2021,14.60%,"12,650",28.60%,"5,920",$3.54 
GA,"Douglas County, Georgia",13097,2021,7.80%,"11,230",14.00%,"5,220",$3.69 
GA,"Early County, Georgia",13099,2021,13.10%,"1,420",24.30%,650,$3.77 
GA,"Echols County, Georgia",13101,2021,14.80%,550,9.50%,80,$3.72 
GA,"Effingham County, Georgia",13103,2021,7.80%,"4,950",4.70%,800,$3.49 
GA,"Elbert County, Georgia",13105,2021,14.60%,"2,840",21.70%,920,$3.20 
GA,"Emanuel County, Georgia",13107,2021,16.40%,"3,740",22.50%,"1,290",$3.08 
GA,"Evans County, Georgia",13109,2021,13.10%,"1,410",15.60%,450,$3.36 
GA,"Fannin County, Georgia",13111,2021,12.40%,"3,130",9.10%,380,$3.44 
GA,"Fayette County, Georgia",13113,2021,5.90%,"6,970",4.10%,"1,130",$4.06 
GA,"Floyd County, Georgia",13115,2021,13.40%,"13,180",14.30%,"3,250",$3.49 
GA,"Forsyth County, Georgia",13117,2021,6.30%,"15,410",0.00%, -   ,$4.15 
GA,"Franklin County, Georgia",13119,2021,14.00%,"3,250",14.40%,740,$3.64 
GA,"Fulton County, Georgia",13121,2021,9.30%,"98,130",12.50%,"28,510",$4.57 
GA,"Gilmer County, Georgia",13123,2021,13.10%,"4,060",10.80%,650,$3.32 
GA,"Glascock County, Georgia",13125,2021,12.10%,350,9.50%,60,$3.08 
GA,"Glynn County, Georgia",13127,2021,11.50%,"9,730",15.60%,"2,840",$3.95 
GA,"Gordon County, Georgia",13129,2021,12.50%,"7,170",9.80%,"1,350",$3.44 
GA,"Grady County, Georgia",13131,2021,12.60%,"3,280",16.50%,"1,070",$3.14 
GA,"Greene County, Georgia",13133,2021,9.30%,"1,720",17.20%,580,$3.12 
GA,"Gwinnett County, Georgia",13135,2021,7.20%,"68,650",7.70%,"19,750",$3.69 
GA,"Habersham County, Georgia",13137,2021,11.40%,"5,220",7.20%,750,$3.21 
GA,"Hall County, Georgia",13139,2021,10.20%,"20,500",8.10%,"4,110",$3.74 
GA,"Hancock County, Georgia",13141,2021,13.90%,"1,200",35.20%,410,$3.58 
GA,"Haralson County, Georgia",13143,2021,12.00%,"3,550",8.80%,620,$3.20 
GA,"Harris County, Georgia",13145,2021,7.40%,"2,530",5.00%,370,$3.69 
GA,"Hart County, Georgia",13147,2021,12.50%,"3,230",13.70%,740,$3.17 
GA,"Heard County, Georgia",13149,2021,16.50%,"1,880",15.30%,400,$3.10 
GA,"Henry County, Georgia",13151,2021,5.90%,"13,880",11.40%,"6,870",$3.71 
GA,"Houston County, Georgia",13153,2021,8.70%,"14,100",10.40%,"4,320",$3.58 
GA,"Irwin County, Georgia",13155,2021,12.10%,"1,170",14.00%,290,$3.55 
GA,"Jackson County, Georgia",13157,2021,9.00%,"6,680",4.60%,860,$4.00 
GA,"Jasper County, Georgia",13159,2021,11.60%,"1,680",10.60%,360,$3.61 
GA,"Jeff Davis County, Georgia",13161,2021,14.60%,"2,150",13.40%,520,$3.24 
GA,"Jefferson County, Georgia",13163,2021,10.70%,"1,690",21.40%,790,$3.11 
GA,"Jenkins County, Georgia",13165,2021,14.80%,"1,290",16.90%,310,$3.11 
GA,"Johnson County, Georgia",13167,2021,13.10%,"1,220",16.20%,280,$3.47 
GA,"Jones County, Georgia",13169,2021,9.50%,"2,690",9.30%,610,$3.41 
GA,"Lamar County, Georgia",13171,2021,10.00%,"1,850",11.00%,420,$3.11 
GA,"Lanier County, Georgia",13173,2021,17.80%,"1,760",17.60%,410,$3.72 
GA,"Laurens County, Georgia",13175,2021,14.10%,"6,950",19.90%,"2,440",$3.47 
GA,"Lee County, Georgia",13177,2021,8.40%,"2,740",7.90%,680,$3.73 
GA,"Liberty County, Georgia",13179,2021,11.40%,"7,360",17.60%,"3,180",$3.35 
GA,"Lincoln County, Georgia",13181,2021,13.10%,"1,010",19.90%,300,$3.08 
GA,"Long County, Georgia",13183,2021,13.30%,"2,180",12.70%,580,$3.21 
GA,"Lowndes County, Georgia",13185,2021,12.80%,"15,030",16.80%,"4,790",$3.72 
GA,"Lumpkin County, Georgia",13187,2021,9.20%,"3,060",4.50%,260,$3.41 
GA,"McDuffie County, Georgia",13189,2021,10.40%,"2,260",19.00%,"1,000",$3.08 
GA,"McIntosh County, Georgia",13191,2021,12.80%,"1,440",17.70%,320,$4.03 
GA,"Macon County, Georgia",13193,2021,14.80%,"1,820",25.80%,580,$4.80 
GA,"Madison County, Georgia",13195,2021,15.00%,"4,470",13.40%,930,$3.43 
GA,"Marion County, Georgia",13197,2021,10.30%,780,12.10%,190,$3.80 
GA,"Meriwether County, Georgia",13199,2021,14.50%,"3,000",21.80%,960,$3.46 
GA,"Miller County, Georgia",13201,2021,13.30%,800,18.10%,250,$3.33 
GA,"Mitchell County, Georgia",13205,2021,15.00%,"3,280",24.50%,"1,220",$3.23 
GA,"Monroe County, Georgia",13207,2021,10.20%,"2,840",9.40%,540,$3.20 
GA,"Montgomery County, Georgia",13209,2021,11.60%,"1,010",12.60%,220,$3.26 
GA,"Morgan County, Georgia",13211,2021,7.60%,"1,500",7.20%,330,$3.15 
GA,"Murray County, Georgia",13213,2021,12.10%,"4,840",9.60%,950,$3.34 
GA,"Muscogee County, Georgia",13215,2021,13.30%,"27,090",20.60%,"10,500",$3.80 
GA,"Newton County, Georgia",13217,2021,9.10%,"10,110",14.20%,"4,100",$3.52 
GA,"Oconee County, Georgia",13219,2021,6.40%,"2,610",0.00%, -   ,$3.92 
GA,"Oglethorpe County, Georgia",13221,2021,8.70%,"1,280",8.40%,260,$3.94 
GA,"Paulding County, Georgia",13223,2021,6.60%,"10,890",5.10%,"2,200",$3.72 
GA,"Peach County, Georgia",13225,2021,11.90%,"3,310",18.00%,"1,060",$4.75 
GA,"Pickens County, Georgia",13227,2021,11.70%,"3,820",11.00%,720,$3.48 
GA,"Pierce County, Georgia",13229,2021,12.00%,"2,360",11.20%,550,$3.27 
GA,"Pike County, Georgia",13231,2021,8.10%,"1,520",3.00%,130,$3.48 
GA,"Polk County, Georgia",13233,2021,13.50%,"5,750",12.90%,"1,400",$3.19 
GA,"Pulaski County, Georgia",13235,2021,11.60%,"1,160",20.70%,360,$3.20 
GA,"Putnam County, Georgia",13237,2021,12.40%,"2,710",18.20%,800,$3.15 
GA,"Quitman County, Georgia",13239,2021,12.60%,280,22.70%,60,$3.41 
GA,"Rabun County, Georgia",13241,2021,13.90%,"2,330",13.00%,370,$3.35 
GA,"Randolph County, Georgia",13243,2021,15.00%,970,27.50%,480,$3.41 
GA,"Richmond County, Georgia",13245,2021,13.40%,"27,640",25.00%,"11,830",$3.54 
GA,"Rockdale County, Georgia",13247,2021,7.30%,"6,750",15.80%,"3,600",$3.88 
GA,"Schley County, Georgia",13249,2021,12.10%,560,13.30%,140,$3.28 
GA,"Screven County, Georgia",13251,2021,11.30%,"1,580",20.00%,590,$3.41 
GA,"Seminole County, Georgia",13253,2021,14.70%,"1,340",19.10%,350,$3.33 
GA,"Spalding County, Georgia",13255,2021,11.90%,"7,930",16.90%,"2,680",$3.48 
GA,"Stephens County, Georgia",13257,2021,12.60%,"3,350",11.40%,660,$3.16 
GA,"Stewart County, Georgia",13259,2021,14.30%,760,27.60%,170,$3.80 
GA,"Sumter County, Georgia",13261,2021,13.30%,"3,950",21.80%,"1,470",$3.73 
GA,"Talbot County, Georgia",13263,2021,10.60%,620,23.20%,220,$3.66 
GA,"Taliaferro County, Georgia",13265,2021,12.20%,190,17.50%,30,$3.08 
GA,"Tattnall County, Georgia",13267,2021,12.80%,"2,980",13.40%,640,$3.36 
GA,"Taylor County, Georgia",13269,2021,16.90%,"1,330",23.70%,380,$4.80 
GA,"Telfair County, Georgia",13271,2021,15.50%,"2,000",23.40%,610,$3.23 
GA,"Terrell County, Georgia",13273,2021,15.40%,"1,400",27.90%,590,$3.73 
GA,"Thomas County, Georgia",13275,2021,12.00%,"5,490",17.50%,"1,900",$3.84 
GA,"Tift County, Georgia",13277,2021,12.30%,"5,070",15.60%,"1,600",$3.55 
GA,"Toombs County, Georgia",13279,2021,14.20%,"3,820",16.30%,"1,160",$3.26 
GA,"Towns County, Georgia",13281,2021,12.30%,"1,520",9.10%,140,$3.41 
GA,"Treutlen County, Georgia",13283,2021,19.10%,"1,230",23.20%,380,$3.26 
GA,"Troup County, Georgia",13285,2021,12.80%,"8,900",17.10%,"2,920",$3.57 
GA,"Turner County, Georgia",13287,2021,16.20%,"1,440",23.60%,520,$3.13 
GA,"Twiggs County, Georgia",13289,2021,10.70%,860,15.80%,250,$3.58 
GA,"Union County, Georgia",13291,2021,12.50%,"3,020",12.20%,460,$3.41 
GA,"Upson County, Georgia",13293,2021,13.90%,"3,820",17.60%,"1,140",$3.14 
GA,"Walker County, Georgia",13295,2021,12.60%,"8,520",10.10%,"1,470",$3.42 
GA,"Walton County, Georgia",13297,2021,9.40%,"8,980",8.80%,"2,060",$3.60 
GA,"Ware County, Georgia",13299,2021,13.70%,"4,930",18.50%,"1,640",$3.27 
GA,"Warren County, Georgia",13301,2021,13.60%,710,29.80%,320,$3.08 
GA,"Washington County, Georgia",13303,2021,11.60%,"2,330",18.80%,820,$3.26 
GA,"Wayne County, Georgia",13305,2021,14.00%,"4,220",14.50%,"1,070",$3.21 
GA,"Webster County, Georgia",13307,2021,13.90%,330,17.10%,90,$3.73 
GA,"Wheeler County, Georgia",13309,2021,12.20%,920,13.70%,170,$3.26 
GA,"White County, Georgia",13311,2021,11.40%,"3,170",8.50%,460,$3.29 
GA,"Whitfield County, Georgia",13313,2021,11.20%,"11,540",8.70%,"2,330",$3.30 
GA,"Wilcox County, Georgia",13315,2021,13.20%,"1,170",15.80%,270,$3.23 
GA,"Wilkes County, Georgia",13317,2021,12.90%,"1,240",21.10%,430,$3.08 
GA,"Wilkinson County, Georgia",13319,2021,13.10%,"1,170",20.10%,410,$3.54 
GA,"Worth County, Georgia",13321,2021,12.70%,"2,650",16.80%,770,$3.13 
HI,"Hawaii County, Hawaii",15001,2021,11.40%,"22,830",18.20%,"7,870",$5.06 
HI,"Honolulu County, Hawaii",15003,2021,9.80%,"99,870",15.10%,"32,690",$4.76 
HI,"Kalawao County, Hawaii",15005,2021,21.00%,10,19.40%, -   ,$5.54 
HI,"Kauai County, Hawaii",15007,2021,10.80%,"7,890",16.70%,"2,660",$5.08 
HI,"Maui County, Hawaii",15009,2021,10.60%,"17,430",15.50%,"5,540",$5.54 
ID,"Ada County, Idaho",16001,2021,6.90%,"33,460",6.20%,"7,040",$4.40 
ID,"Adams County, Idaho",16003,2021,12.00%,520,15.40%,110,$4.11 
ID,"Bannock County, Idaho",16005,2021,9.60%,"8,300",9.80%,"2,220",$3.87 
ID,"Bear Lake County, Idaho",16007,2021,8.80%,560,10.10%,180,$3.64 
ID,"Benewah County, Idaho",16009,2021,12.30%,"1,170",14.90%,320,$4.13 
ID,"Bingham County, Idaho",16011,2021,8.40%,"3,980",9.50%,"1,390",$3.52 
ID,"Blaine County, Idaho",16013,2021,7.00%,"1,670",9.50%,500,$5.08 
ID,"Boise County, Idaho",16015,2021,9.00%,680,12.10%,140,$4.40 
ID,"Bonner County, Idaho",16017,2021,9.80%,"4,580",12.00%,"1,100",$3.87 
ID,"Bonneville County, Idaho",16019,2021,7.70%,"9,380",8.40%,"3,140",$3.79 
ID,"Boundary County, Idaho",16021,2021,11.60%,"1,390",14.50%,410,$3.87 
ID,"Butte County, Idaho",16023,2021,13.20%,340,16.40%,100,$5.08 
ID,"Camas County, Idaho",16025,2021,11.10%,120,14.30%,40,$5.08 
ID,"Canyon County, Idaho",16027,2021,8.40%,"19,000",9.60%,"6,160",$3.71 
ID,"Caribou County, Idaho",16029,2021,5.80%,400,6.70%,130,$3.87 
ID,"Cassia County, Idaho",16031,2021,7.90%,"1,940",9.20%,710,$3.45 
ID,"Clark County, Idaho",16033,2021,5.70%,50,8.20%,20,$3.48 
ID,"Clearwater County, Idaho",16035,2021,12.30%,"1,070",15.40%,220,$4.68 
ID,"Custer County, Idaho",16037,2021,12.90%,550,16.60%,120,$5.08 
ID,"Elmore County, Idaho",16039,2021,10.80%,"3,060",13.20%,960,$3.62 
ID,"Franklin County, Idaho",16041,2021,7.30%,"1,020",8.30%,370,$3.64 
ID,"Fremont County, Idaho",16043,2021,8.50%,"1,140",10.00%,340,$3.48 
ID,"Gem County, Idaho",16045,2021,9.80%,"1,840",12.50%,530,$3.71 
ID,"Gooding County, Idaho",16047,2021,9.50%,"1,460",11.30%,480,$3.49 
ID,"Idaho County, Idaho",16049,2021,10.80%,"1,780",12.30%,400,$4.68 
ID,"Jefferson County, Idaho",16051,2021,5.60%,"1,710",5.50%,570,$3.73 
ID,"Jerome County, Idaho",16053,2021,9.10%,"2,200",11.90%,880,$3.49 
ID,"Kootenai County, Idaho",16055,2021,8.70%,"14,580",10.40%,"4,020",$4.13 
ID,"Latah County, Idaho",16057,2021,9.00%,"3,540",7.50%,560,$4.19 
ID,"Lemhi County, Idaho",16059,2021,10.80%,860,13.80%,200,$4.53 
ID,"Lewis County, Idaho",16061,2021,13.40%,480,18.40%,150,$4.68 
ID,"Lincoln County, Idaho",16063,2021,8.70%,450,11.30%,160,$3.49 
ID,"Madison County, Idaho",16065,2021,9.30%,"4,740",8.40%,"1,160",$3.48 
ID,"Minidoka County, Idaho",16067,2021,10.30%,"2,210",12.40%,780,$3.21 
ID,"Nez Perce County, Idaho",16069,2021,10.40%,"4,350",11.40%,"1,040",$4.68 
ID,"Oneida County, Idaho",16071,2021,7.60%,340,7.60%,90,$3.64 
ID,"Owyhee County, Idaho",16073,2021,10.70%,"1,270",14.00%,420,$3.71 
ID,"Payette County, Idaho",16075,2021,9.10%,"2,280",10.80%,710,$4.11 
ID,"Power County, Idaho",16077,2021,7.50%,590,8.70%,210,$3.87 
ID,"Shoshone County, Idaho",16079,2021,14.10%,"1,850",17.90%,480,$4.13 
ID,"Teton County, Idaho",16081,2021,5.40%,620,3.50%,100,$5.37 
ID,"Twin Falls County, Idaho",16083,2021,9.00%,"8,020",10.60%,"2,580",$3.83 
ID,"Valley County, Idaho",16085,2021,8.90%,"1,020",8.50%,160,$4.11 
