2 pager title,category,topic_area,variable_name,user_friendly_variable_name,variable_definition,periodicity,aggregation_method,format,source,url,last_update_date,general_comments,Libby notes
Nutrition Security and Food Access,Labor,Food Preparation,travel_time_35_to_39_minutes_pct,Travel time 35 to 39 minutes (%),"Percent of workers, 16 year of age and over, with travel time to work between 35 to 39 minutes",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, B08303  TRAVEL TIME TO WORK",https://data.census.gov/cedsci/table?q=b08303&tid=ACSDT5Y2020.B08303,9/23/22,,Changed category and definition
Nutrition Security and Food Access,Labor,Food Preparation,travel_time_40_to_44_minutes_pct,Travel time 40 to 44 minutes (%),"Percent of workers, 16 year of age and over, with travel time to work between 40 to 44 minutes",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, B08303  TRAVEL TIME TO WORK",https://data.census.gov/cedsci/table?q=b08303&tid=ACSDT5Y2020.B08303,9/23/22,,Changed category and definition
Nutrition Security and Food Access,Labor,Food Preparation,travel_time_45_to_59_minutes_pct,Travel time 45 to 59 minutes (%),"Percent of workers, 16 year of age and over, with travel time to work between 45 to 59 minutes",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, B08303  TRAVEL TIME TO WORK",https://data.census.gov/cedsci/table?q=b08303&tid=ACSDT5Y2020.B08303,9/23/22,,Changed category and definition
Nutrition Security and Food Access,Labor,Food Preparation,travel_time_60_to_89_minutes_pct,Travel time 60 to 89 minutes (%),"Percent of workers, 16 year of age and over, with travel time to work between 60 to 89 minutes",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, B08303  TRAVEL TIME TO WORK",https://data.census.gov/cedsci/table?q=b08303&tid=ACSDT5Y2020.B08303,9/23/22,,Changed category and definition
Nutrition Security and Food Access,Labor,Food Preparation,travel_time_90_or_more_minutes_pct,Travel time 90 or more minutes (%),"Percent of workers, 16 year of age and over, with travel time to work of 90 or more minutes",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, B08303  TRAVEL TIME TO WORK",https://data.census.gov/cedsci/table?q=b08303&tid=ACSDT5Y2020.B08303,9/23/22,,Changed category and definition
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_place_of_residence,Workers working outside place of residence,Number of workers 16 years of age and over working outside of residence,Yearly,Count,integer,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_place_of_residence_pct,Workers working outside place of residence (%),Percent of workers 16 years of age and over working outside of residence,Yearly,Percent,percent,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_inside_state_out_of_county,Workers working outside county,Number of workers 16 years of age and over working inside state but outside county of residence,Yearly,Count,integer,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_inside_state_out_of_county_pct,Workers working outside county (%),Percent of workers 16 years of age and over working inside state but outside county of residence,Yearly,Percent,percent,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_state,Workers working outside of state,Number of workers 16 years of age and over working out of state,Yearly,Count,integer,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_state_pct,Workers working outside of state (%),Percent of workers 16 years of age and over working out of state,Yearly,Percent,percent,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_place_of_residence_male,"Workers working outside place of residence, male","Number of workers 16 years of age and over working outside place of residence (home), male",Yearly,Count,integer,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_place_of_residence_male_pct,"Workers working outside place of residence (%), male","Percent of workers 16 years of age and over working outside place of residence (home), male",Yearly,Percent,percent,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_inside_state_out_of_county_male,"Workers working outside county, Male","Number of workers 16 years of age and over working inside state but outside county of residence, Male",Yearly,Count,integer,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_inside_state_out_of_county_male_pct,"Workers working outside county (%), Male","Percent of workers 16 years of age and over working inside state but outside county of residence, Male",Yearly,Percent,percent,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_state_male,"Workers working outside of state, Male","Number of workers 16 years of age and over working out of state, Male",Yearly,Count,integer,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_state_male_pct,"Workers working outside of state (%), Male","Percent of workers 16 years of age and over working out of state, Male",Yearly,Percent,percent,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_place_of_residence_female,"Workers working outside place of residence, Female","Number of workers 16 years of age and over working outside place of residence (home), Female",Yearly,Count,integer,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, and definition"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_place_of_residence_female_pct,"Workers working outside place of residence (%), Female","Percent of workers 16 years of age and over working outside place of residence (home), Female",Yearly,Percent,percent,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, and definition"
Nutrition Security and Food Access,Labor,Food Preparation,work_inside_state_out_of_county_female,"Workers working outside county, Female","Number of workers 16 years of age and over working inside state but outside county of residence, Female",Yearly,Count,integer,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_inside_state_out_of_county_female_pct,"Workers working outside county (%), Female","Percent of workers 16 years of age and over working inside state but outside county of residence, Female",Yearly,Percent,percent,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_state_female,"Workers working outside of state, Female","Number of workers 16 years of age and over working out of state, Female",Yearly,Count,integer,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Labor,Food Preparation,work_outside_state_female_pct,"Workers working outside of state (%), Female","Percent of workers 16 years of age and over working out of state, Female",Yearly,Percent,percent,U.S. Census Bureau,https://data.census.gov/cedsci/table?q=commuter&tid=ACSST5Y2020.S0801&moe=false&tp=false,9/23/22,,"Changed category, variable name, changed defintiion"
Nutrition Security and Food Access,Food Access,Food Insecurity ,child_food_insecurity_rate,"Food insecurity rate, child",Child food insecurity rate,Yearly,Percent,percent,"Feeding America, Map the Meal Gap",https://public.tableau.com/app/profile/feeding.america.research/viz/MaptheMealGap-TheEconomicDriversofFoodInsecurity/CorrelationofFactors,9/23/22,"We emailed, research@feedingamerica.org, to get access to the full data files",
Nutrition Security and Food Access,Food Access,Food Insecurity ,food_insecurity_rate,Food insecurity rate,Food insecurity rate,Yearly,Percent,percent,"Feeding America, Map the Meal Gap",https://public.tableau.com/app/profile/feeding.america.research/viz/MaptheMealGap-TheEconomicDriversofFoodInsecurity/CorrelationofFactors,9/23/22,"We emailed, research@feedingamerica.org, to get access to the full data files",
Nutrition Security and Food Access,Demographics,Population Characteristic,below_poverty_level_under_18_years,"Below poverty level, under 18 years","Number of people below poverty level, under 18 years for whom poverty status is determined",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1701  POVERTY STATUS IN THE PAST 12 MONTHS",https://data.census.gov/cedsci/table?q=S1701%3A%20POVERTY%20STATUS%20IN%20THE%20PAST%2012%20MONTHS&g=0100000US%240500000&y=2020&tid=ACSST5Y2020.S1701,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,below_poverty_level_under_5_years,"Below poverty level, under 5 years","Number of people below poverty level, under 5 years for whom poverty status is determined",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1701  POVERTY STATUS IN THE PAST 12 MONTHS",https://data.census.gov/cedsci/table?q=S1701%3A%20POVERTY%20STATUS%20IN%20THE%20PAST%2012%20MONTHS&g=0100000US%240500000&y=2020&tid=ACSST5Y2020.S1701,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,below_poverty_level_5_to_17_years,"Below poverty level, 5 to 17 years","Number of people below poverty level, 5 to 17 years for whom poverty status is determined",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1701  POVERTY STATUS IN THE PAST 12 MONTHS",https://data.census.gov/cedsci/table?q=S1701%3A%20POVERTY%20STATUS%20IN%20THE%20PAST%2012%20MONTHS&g=0100000US%240500000&y=2020&tid=ACSST5Y2020.S1701,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,below_poverty_level_related_children_of_householder_under_18_years,"Below poverty level, related children of householder under 18 years","Number of people below poverty level, related children of householder under 18 years for whom poverty status is determined",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1701  POVERTY STATUS IN THE PAST 12 MONTHS",https://data.census.gov/cedsci/table?q=S1701%3A%20POVERTY%20STATUS%20IN%20THE%20PAST%2012%20MONTHS&g=0100000US%240500000&y=2020&tid=ACSST5Y2020.S1701,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,below_poverty_level_18_to_64_years,"Below poverty level, 18 to 64 years","Number of people below poverty level, 18 to 64 years for whom poverty status is determined",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1701  POVERTY STATUS IN THE PAST 12 MONTHS",https://data.census.gov/cedsci/table?q=S1701%3A%20POVERTY%20STATUS%20IN%20THE%20PAST%2012%20MONTHS&g=0100000US%240500000&y=2020&tid=ACSST5Y2020.S1701,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,below_poverty_level_18_to_34_years,"Below poverty level, 18 to 34 years","Number of people below poverty level, 18 to 34 years for whom poverty status is determined",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1701  POVERTY STATUS IN THE PAST 12 MONTHS",https://data.census.gov/cedsci/table?q=S1701%3A%20POVERTY%20STATUS%20IN%20THE%20PAST%2012%20MONTHS&g=0100000US%240500000&y=2020&tid=ACSST5Y2020.S1701,9/23/22,,Added category
